,business_id,hours
67381,vvipS8cW_JoyL37vY3EmXg,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-15:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-15:0'}"
67396,L28qUUn3Hr3nHo61DZFrMQ,"{'Monday': '0:0-0:0', 'Tuesday': '13:0-20:0', 'Wednesday': '13:0-20:0', 'Thursday': '13:0-21:0', 'Friday': '13:0-22:0', 'Saturday': '12:0-21:30', 'Sunday': '12:0-19:30'}"
67443,0nsiEUPSadeDUnjAOuqs3g,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
67462,tuapRDl8TrbBqhnHFuvWCQ,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-13:0'}"
67471,zf9_8CskW6Vzakg6V78S0g,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}"
67534,I3xyAYW1xVx6d9fX4K0w4w,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
67563,sbzyPOmwTwcI-bagSDdx3Q,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:30', 'Wednesday': '9:0-20:30', 'Thursday': '9:0-20:30', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-18:0'}"
67579,P6fDYSGrMs5kL0HGzrojFQ,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-22:0', 'Wednesday': '5:30-22:0', 'Thursday': '5:30-22:0', 'Friday': '5:30-22:0', 'Saturday': '9:0-18:30'}"
67591,gpLVP-lJMYQLSi2oVFU6Jw,"{'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}"
67605,oNhJPM_9JEO4iC1VSABgLQ,"{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-23:0'}"
67606,I8Bbhih84aABDfqvABeJcQ,
67614,QidJlHkaJJphDV0Ww-WXPw,"{'Wednesday': '12:0-20:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-20:0'}"
67619,4aRjvW3A44_6iRI96d49fQ,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
67641,3ixdNW1T64EowVgVfZNhWQ,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:30', 'Wednesday': '14:30-20:30', 'Thursday': '14:30-20:30', 'Friday': '10:0-17:30', 'Saturday': '12:0-16:0'}"
67647,LSjH5k3yNaDj7tjezlyJOA,"{'Monday': '0:0-0:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-12:0', 'Friday': '8:30-17:0'}"
67654,yHChwy0wS0sNFDss-j2Fyw,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '11:0-16:0'}"
67663,JaZMELNRmc6rnNuFVGpc3A,
67736,47TOmOqMxeyUSpYoLKqTsA,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
67779,KEK-M_auDnfNyVv26Ev3uA,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}"
67817,PUwwSNkhjRgdvZqawwJs7w,"{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '9:0-12:0'}"
67830,Ep9NX5TnatUhYfgHfr_nwA,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '15:0-22:0'}"
67833,Y_sSo9g5nTcbJ8mny-ZmJA,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '13:0-17:0'}"
67851,CgOJ8LZUZ7QckmudgUTLvw,"{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
67866,v5ur7Ceat3IiRyFzEzLqHw,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '10:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '13:0-22:0'}"
67919,IfL02b2woUonNgx1WNeBSw,"{'Monday': '0:0-0:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-18:0', 'Friday': '9:0-20:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-20:0'}"
67925,I2vh1L9je3VAlsqNDkEIcQ,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-19:0', 'Saturday': '8:0-16:0', 'Sunday': '10:0-16:0'}"
67928,wIqtSoKR8rwTmDCbqKHjJw,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '7:30-16:0', 'Friday': '8:0-18:0', 'Saturday': '9:0-13:0'}"
67932,56VjAmrJuf20gzU-qu7WzA,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
67934,7oTIFKaywdy_Z2fjF9qKmQ,"{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
67938,UTcRF8AkzWgJJdqUpR7ZuA,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
67952,zTE2YSbIH_Vvkvym0FZHPw,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-19:0'}"
67954,KUHjlbmQSyZdTcQn02eknQ,
67990,NKOFsaRPhIlNpQf8z6SStQ,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-16:0'}"
67999,b_-fvdRGjTRsjDN9Yf94dg,"{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '7:30-16:0'}"
68019,G2XPt9EDUNniCVyIGhEw0A,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '12:0-18:0'}"
68048,Oqvb8pQEmiXzmkmq-LMXow,"{'Wednesday': '17:0-20:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-19:0'}"
68057,pPap7XF_3luhKhIaUPuZ2w,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}"
68092,VORAiFClTQTkwLYqGKIJoA,"{'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '7:30-14:0'}"
68104,ZzKuqTj_fjlStijadL5noQ,"{'Monday': '7:30-16:0', 'Tuesday': '7:30-16:0', 'Wednesday': '7:30-16:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0'}"
68125,c3rRcp0O4r402ENIBbMI1g,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-17:0'}"
68128,XRDcLPEmTyZihws-_sC3_A,"{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
68162,UtCpO6ZKz80kG9K4y-yafA,"{'Monday': '18:0-20:0', 'Tuesday': '18:0-20:0', 'Wednesday': '18:0-20:0', 'Thursday': '18:0-20:0', 'Friday': '18:0-20:0', 'Saturday': '18:0-20:0', 'Sunday': '18:0-20:0'}"
68165,TzYsGym6oi4YHQzxT1jszA,
68192,F-x9x9Z_spslBhdrfNQ4ZQ,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
68243,9jeD9puAV0xZndllQ0HMGQ,
68259,T4v7qgTIhDFoDYxTMus5Yw,"{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
68274,s9__MGvr-D6mj9HT8xRVtQ,"{'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '16:0-21:0'}"
68278,oJGMMizrz9AaXJohR_NM5w,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}"
68291,xCM39PntpDbjjf3SZWp-eg,
68302,vi1-8FMlbCU2lfVQQylIxw,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-19:0'}"
68403,ppzKevQp8Qb6-1V89mI7HQ,"{'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-16:0'}"
68412,44kn9IotNdaGnvXbODGcXA,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-18:0'}"
68434,uLfdZ-N_2sRkgZ8UEbqJ6A,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-14:0'}"
68445,RGXb-3iUuaORNWB_nt_RcQ,"{'Monday': '0:0-0:0', 'Tuesday': '17:30-21:0', 'Wednesday': '17:30-21:0', 'Thursday': '17:30-21:0', 'Friday': '17:30-21:30', 'Saturday': '17:30-21:30'}"
68447,_04zRVBKs7Cqsc3TWf-KRg,"{'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-18:0', 'Sunday': '12:30-18:0'}"
68469,l-JcJNkSVDd5i0KFJoXuDg,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
68498,XOkXEpWdgsqORIwyb_hwdQ,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
68506,WYVfBAH5GMWp2REVIAt30w,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-20:0'}"
68522,kMi_BVGtozQ-Rgmq0k596g,
68524,QeTuIpS6ktWdiuf98JfAFw,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-18:30', 'Friday': '9:30-18:30', 'Saturday': '9:0-18:0'}"
68564,D65f1izTlcBlUJmH4iQW8A,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '9:0-19:30', 'Sunday': '11:0-17:0'}"
68573,rLbDPbJPPhwJn-sEZe6hCg,
68608,dMNmmeM0hAlqzx240nygEA,"{'Monday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30'}"
68621,4rEE97olHLzF5WnpHm8rmQ,
68622,c0xP7w0FHMCACiUse9XUFQ,"{'Thursday': '19:0-3:0', 'Friday': '19:0-3:0', 'Saturday': '19:0-3:0', 'Sunday': '14:0-3:0'}"
68690,yUglD4bzupuMzGIvnQguNg,"{'Monday': '0:0-0:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}"
68694,w5f9zu1BI8bz7zWC8aD3wg,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-17:0'}"
68699,HnOaaK8Xl-_rwOorxt8UoA,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
68705,QkcPjBcJ_ndCG60HWfZ-fQ,"{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Friday': '5:30-0:0', 'Saturday': '5:30-0:0', 'Sunday': '5:30-0:0'}"
68719,Bw5UCOVXroCRve-hpseVlw,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-16:0'}"
68735,eSIpWX2r37csb4VXDZ38lw,"{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
68741,JQyF_uBfOKxO90FAehrTKA,"{'Monday': '0:0-0:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-23:0', 'Friday': '15:0-0:0', 'Saturday': '15:0-0:0'}"
68781,H0Ob5R6lKT-YumsLOYcesQ,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}"
68791,sL_6XBY_gfpKHsgJIMi_TA,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
68814,om76TgZAFXQOHTIwlp9e5w,
68824,nbuj9G_US70HowEbMKA8rw,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-16:0'}"
68827,5kWhgFvaf9_zeyOfO-2NxQ,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:30'}"
68829,eGBjKHknSYJvbpZvfOIkow,
68830,pmWTIBodxcuTk4mC4isVPQ,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}"
68859,Fp0S9XtlpiYsSWfc3q3wWg,"{'Monday': '0:0-0:0', 'Tuesday': '8:30-12:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-18:0', 'Friday': '8:30-18:0', 'Saturday': '8:30-14:0'}"
68888,uJ_GzL3GIKVGm1-DZRKn-g,
68895,to2-aK7NgyEaPgba9y8N_Q,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
68906,XQHBMBfheU8wZbjsy_wOxg,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-13:0'}"
68947,FdSPMsEkYaK_803i9j5Img,"{'Monday': '8:0-14:30', 'Tuesday': '8:0-14:30', 'Wednesday': '8:0-14:30', 'Thursday': '8:0-14:30'}"
68981,hjT6WYu43kfF7Hx0LXlInw,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-20:0'}"
68982,IlUkpCYK_gbvOUU1hi4aSg,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
68987,qdpw7iRmrpjiM5IRzCDt2Q,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '12:0-19:0'}"
69000,oU7Z8kUNvOFeMyOd-7olgA,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}"
69012,PGu9UZpJ828EOiv3TBoT3A,"{'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-22:0'}"
69028,UiU2fdyjKMorGgaHYuUtoQ,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-17:0', 'Saturday': '9:0-17:0'}"
69029,owum3sPZolcL_tVYudTUpg,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
69030,B3itz3WAJAAzZCFx48NYTw,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}"
69040,kzID1fcVoa2iz4P-C5DzLw,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
69052,-WbAIZ0knpIlkbOWUNMPmw,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-19:0', 'Sunday': '9:30-17:0'}"
69058,W3o90EwU1jw3k64ol-uLBA,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}"
69064,ynI4qndSLJs049KlXmfRVA,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-18:0'}"
69067,9lUHaWs-rAPaV78Li_W_Pw,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-16:0'}"
69081,iBBV8vesQ8fo2IQA7an1JA,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}"
69112,Trs9MqShN5PgvtHut74QYg,"{'Monday': '18:30-22:0', 'Tuesday': '18:30-22:0', 'Wednesday': '18:30-22:0', 'Thursday': '18:30-22:0', 'Friday': '18:30-0:0', 'Saturday': '18:30-0:0', 'Sunday': '18:30-22:0'}"
69151,SZfLRz7qIbEevuykITm4mg,"{'Monday': '8:30-17:30', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30', 'Saturday': '10:0-17:0', 'Sunday': '13:0-17:0'}"
69179,LkNAzqruHDkQgr-Q8lLN2Q,"{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-12:0', 'Sunday': '9:0-12:0'}"
69225,5rLl_J9NZxbu26hl0DCjbw,
69241,dxP3fvNvdHQna4FkZUYKpw,
69244,z5LvLuGqXBU20qhVDx0ppA,"{'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '16:0-23:0'}"
69249,vAHHgr3Nem-IjbjqemQ5uA,"{'Monday': '0:0-0:0', 'Wednesday': '8:0-21:0', 'Thursday': '18:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0'}"
69260,AmVtOBHPthh_Kc2QQCi7DA,"{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '12:0-18:0'}"
69268,NRK4ZisC26RCujS03k_CNw,
69275,fAo_XhjqGy0uclDm7sleEw,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
69277,zTJ9guxVH1mY94Z6KTizzw,"{'Monday': '8:30-19:30', 'Tuesday': '8:30-19:30', 'Wednesday': '8:30-19:30', 'Thursday': '8:30-19:30', 'Friday': '8:30-17:0', 'Saturday': '9:0-14:0', 'Sunday': '8:30-14:0'}"
69290,khWlsWEYXoISg7PDQGjvyw,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
69363,wHnk0H_5RGBSYCC32SmkIQ,"{'Monday': '15:0-0:0', 'Tuesday': '15:0-0:0', 'Wednesday': '15:0-0:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-0:0'}"
69373,NVlbgZZcFlHk3oKPzklKgg,"{'Monday': '5:0-20:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-20:0', 'Saturday': '7:0-13:0'}"
69390,n9rqxJ426kxZ84Bs8S5e9Q,"{'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0'}"
69394,X5dWMSvCgiwApfKVmnu5Ag,"{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}"
69408,1yKCB5hF0G6uBoyiMo6OyQ,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0'}"
69417,LOrKnRitR07z3cdeqo5J1g,{'Saturday': '12:0-17:0'}
69424,56Nb0Hzif2G9zHycxJ5d3g,
69432,FZvNkCWXTGcDPudyt7-bJA,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-17:0'}"
69453,zAdOz6X0Ai_krFIrG4IF7g,
69481,rl-S-tSv60cPoM7tjhjRDQ,"{'Monday': '16:0-19:30', 'Tuesday': '16:0-19:30', 'Wednesday': '16:0-19:30', 'Thursday': '16:0-19:30', 'Friday': '16:30-18:30', 'Saturday': '9:30-10:30'}"
69514,G3kKXnQXI87sUHNJj_a5zA,"{'Monday': '12:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-21:0'}"
69530,LxvqbaSzrK7xjfcrxNoM9g,
69533,SivPGRiJFkMVDAqYwq8sog,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
