,business_id,attributes
75917,KdwuYLwnZ-Vu2JPllviTZQ,WheelchairAccessible
75917,KdwuYLwnZ-Vu2JPllviTZQ,BusinessParking
75917,KdwuYLwnZ-Vu2JPllviTZQ,BusinessAcceptsCreditCards
75917,KdwuYLwnZ-Vu2JPllviTZQ,RestaurantsDelivery
75917,KdwuYLwnZ-Vu2JPllviTZQ,RestaurantsTakeOut
75933,3t_c6BE-eW5ak75h3rCvHA,BikeParking
75933,3t_c6BE-eW5ak75h3rCvHA,RestaurantsPriceRange2
75933,3t_c6BE-eW5ak75h3rCvHA,BusinessParking
75933,3t_c6BE-eW5ak75h3rCvHA,BusinessAcceptsCreditCards
75939,tYN6H6vtW52aC7LdZLhhwQ,
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsGoodForGroups
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsPriceRange2
75950,dBlKS0XZqASS_s3xT6iiuA,OutdoorSeating
75950,dBlKS0XZqASS_s3xT6iiuA,BikeParking
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsReservations
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsAttire
75950,dBlKS0XZqASS_s3xT6iiuA,WiFi
75950,dBlKS0XZqASS_s3xT6iiuA,GoodForKids
75950,dBlKS0XZqASS_s3xT6iiuA,BusinessAcceptsCreditCards
75950,dBlKS0XZqASS_s3xT6iiuA,Caters
75950,dBlKS0XZqASS_s3xT6iiuA,Alcohol
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsTakeOut
75950,dBlKS0XZqASS_s3xT6iiuA,NoiseLevel
75950,dBlKS0XZqASS_s3xT6iiuA,HasTV
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsDelivery
75950,dBlKS0XZqASS_s3xT6iiuA,GoodForMeal
75950,dBlKS0XZqASS_s3xT6iiuA,BusinessParking
75950,dBlKS0XZqASS_s3xT6iiuA,RestaurantsTableService
75950,dBlKS0XZqASS_s3xT6iiuA,Ambience
75956,Tr15iwMqN7b5AmlPJ71VgA,
75985,ZJD_sBq7anHr68KBdYb2Bg,GoodForKids
75985,ZJD_sBq7anHr68KBdYb2Bg,RestaurantsDelivery
75985,ZJD_sBq7anHr68KBdYb2Bg,WiFi
75985,ZJD_sBq7anHr68KBdYb2Bg,BikeParking
75985,ZJD_sBq7anHr68KBdYb2Bg,BusinessAcceptsCreditCards
75985,ZJD_sBq7anHr68KBdYb2Bg,BusinessAcceptsBitcoin
75985,ZJD_sBq7anHr68KBdYb2Bg,RestaurantsTakeOut
75985,ZJD_sBq7anHr68KBdYb2Bg,ByAppointmentOnly
75985,ZJD_sBq7anHr68KBdYb2Bg,WheelchairAccessible
75985,ZJD_sBq7anHr68KBdYb2Bg,BusinessParking
75996,yh9LdwO06dCtk-sV4HjBUQ,RestaurantsPriceRange2
75996,yh9LdwO06dCtk-sV4HjBUQ,RestaurantsReservations
75996,yh9LdwO06dCtk-sV4HjBUQ,RestaurantsAttire
75996,yh9LdwO06dCtk-sV4HjBUQ,OutdoorSeating
75996,yh9LdwO06dCtk-sV4HjBUQ,RestaurantsTakeOut
75996,yh9LdwO06dCtk-sV4HjBUQ,RestaurantsGoodForGroups
75996,yh9LdwO06dCtk-sV4HjBUQ,BusinessAcceptsCreditCards
75996,yh9LdwO06dCtk-sV4HjBUQ,GoodForKids
75996,yh9LdwO06dCtk-sV4HjBUQ,Ambience
75996,yh9LdwO06dCtk-sV4HjBUQ,Alcohol
75996,yh9LdwO06dCtk-sV4HjBUQ,NoiseLevel
75996,yh9LdwO06dCtk-sV4HjBUQ,RestaurantsDelivery
75996,yh9LdwO06dCtk-sV4HjBUQ,GoodForMeal
75996,yh9LdwO06dCtk-sV4HjBUQ,BusinessParking
75996,yh9LdwO06dCtk-sV4HjBUQ,BikeParking
75996,yh9LdwO06dCtk-sV4HjBUQ,Caters
75996,yh9LdwO06dCtk-sV4HjBUQ,WiFi
75996,yh9LdwO06dCtk-sV4HjBUQ,HasTV
75997,DPaLbl5g6pM2O9l1ivzXbQ,GoodForKids
75997,DPaLbl5g6pM2O9l1ivzXbQ,RestaurantsAttire
75997,DPaLbl5g6pM2O9l1ivzXbQ,HasTV
75997,DPaLbl5g6pM2O9l1ivzXbQ,RestaurantsPriceRange2
75997,DPaLbl5g6pM2O9l1ivzXbQ,RestaurantsReservations
75997,DPaLbl5g6pM2O9l1ivzXbQ,NoiseLevel
75997,DPaLbl5g6pM2O9l1ivzXbQ,RestaurantsGoodForGroups
75997,DPaLbl5g6pM2O9l1ivzXbQ,RestaurantsTakeOut
75997,DPaLbl5g6pM2O9l1ivzXbQ,Ambience
75997,DPaLbl5g6pM2O9l1ivzXbQ,OutdoorSeating
75997,DPaLbl5g6pM2O9l1ivzXbQ,WiFi
75997,DPaLbl5g6pM2O9l1ivzXbQ,RestaurantsDelivery
75997,DPaLbl5g6pM2O9l1ivzXbQ,GoodForMeal
75997,DPaLbl5g6pM2O9l1ivzXbQ,Alcohol
75998,ae_5X8QL_Muzn82pJVE9xw,BusinessAcceptsCreditCards
75998,ae_5X8QL_Muzn82pJVE9xw,BikeParking
75998,ae_5X8QL_Muzn82pJVE9xw,BusinessAcceptsBitcoin
75998,ae_5X8QL_Muzn82pJVE9xw,WheelchairAccessible
75998,ae_5X8QL_Muzn82pJVE9xw,ByAppointmentOnly
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsTakeOut
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsReservations
75999,VLyCDNgjHJ3TU3XioOCHug,HasTV
75999,VLyCDNgjHJ3TU3XioOCHug,WiFi
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsGoodForGroups
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsPriceRange2
75999,VLyCDNgjHJ3TU3XioOCHug,BusinessAcceptsCreditCards
75999,VLyCDNgjHJ3TU3XioOCHug,GoodForMeal
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsDelivery
75999,VLyCDNgjHJ3TU3XioOCHug,Ambience
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsAttire
75999,VLyCDNgjHJ3TU3XioOCHug,BusinessParking
75999,VLyCDNgjHJ3TU3XioOCHug,GoodForKids
75999,VLyCDNgjHJ3TU3XioOCHug,RestaurantsTableService
76005,LL9AYJHQL9k4hy5vLYBNKg,BusinessAcceptsCreditCards
76008,MqXWmqHITjD-IvCRgjhhAw,
76026,2Gjyw8-L8LkkzZ8QubRSCg,ByAppointmentOnly
76026,2Gjyw8-L8LkkzZ8QubRSCg,BusinessAcceptsBitcoin
76026,2Gjyw8-L8LkkzZ8QubRSCg,BusinessAcceptsCreditCards
76030,9I3Wn_NX4LIvBmH38Lq_DQ,ByAppointmentOnly
76060,CO1PBPx-5I7D5_FoW0CE5Q,BikeParking
76060,CO1PBPx-5I7D5_FoW0CE5Q,BusinessAcceptsCreditCards
76060,CO1PBPx-5I7D5_FoW0CE5Q,RestaurantsTakeOut
76060,CO1PBPx-5I7D5_FoW0CE5Q,RestaurantsPriceRange2
76060,CO1PBPx-5I7D5_FoW0CE5Q,BusinessParking
76060,CO1PBPx-5I7D5_FoW0CE5Q,RestaurantsDelivery
76063,SiIbbBb4OLxbnykWkIvztQ,BusinessAcceptsCreditCards
76087,aBj-296ClwQnsMVfLiA45A,BusinessAcceptsCreditCards
76087,aBj-296ClwQnsMVfLiA45A,ByAppointmentOnly
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsAttire
76105,434A83c2ig6QxsZjrjclpQ,OutdoorSeating
76105,434A83c2ig6QxsZjrjclpQ,Alcohol
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsReservations
76105,434A83c2ig6QxsZjrjclpQ,BYOBCorkage
76105,434A83c2ig6QxsZjrjclpQ,GoodForKids
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsGoodForGroups
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsPriceRange2
76105,434A83c2ig6QxsZjrjclpQ,BusinessParking
76105,434A83c2ig6QxsZjrjclpQ,HasTV
76105,434A83c2ig6QxsZjrjclpQ,Ambience
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsTakeOut
76105,434A83c2ig6QxsZjrjclpQ,NoiseLevel
76105,434A83c2ig6QxsZjrjclpQ,Caters
76105,434A83c2ig6QxsZjrjclpQ,BikeParking
76105,434A83c2ig6QxsZjrjclpQ,WiFi
76105,434A83c2ig6QxsZjrjclpQ,BusinessAcceptsCreditCards
76105,434A83c2ig6QxsZjrjclpQ,BestNights
76105,434A83c2ig6QxsZjrjclpQ,Music
76105,434A83c2ig6QxsZjrjclpQ,Smoking
76105,434A83c2ig6QxsZjrjclpQ,HappyHour
76105,434A83c2ig6QxsZjrjclpQ,CoatCheck
76105,434A83c2ig6QxsZjrjclpQ,GoodForMeal
76105,434A83c2ig6QxsZjrjclpQ,GoodForDancing
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsDelivery
76105,434A83c2ig6QxsZjrjclpQ,RestaurantsTableService
76133,WkAjv6WrQUU91Dez7VMXkw,WiFi
76143,LCPfWX2npD_vSsxi0oS19Q,ByAppointmentOnly
76143,LCPfWX2npD_vSsxi0oS19Q,BusinessAcceptsCreditCards
76144,fquRrzCaJnal482UULmaxQ,GoodForKids
76144,fquRrzCaJnal482UULmaxQ,RestaurantsReservations
76144,fquRrzCaJnal482UULmaxQ,WiFi
76144,fquRrzCaJnal482UULmaxQ,BusinessAcceptsCreditCards
76144,fquRrzCaJnal482UULmaxQ,NoiseLevel
76144,fquRrzCaJnal482UULmaxQ,RestaurantsGoodForGroups
76144,fquRrzCaJnal482UULmaxQ,RestaurantsPriceRange2
76144,fquRrzCaJnal482UULmaxQ,Alcohol
76144,fquRrzCaJnal482UULmaxQ,BikeParking
76144,fquRrzCaJnal482UULmaxQ,RestaurantsAttire
76144,fquRrzCaJnal482UULmaxQ,OutdoorSeating
76144,fquRrzCaJnal482UULmaxQ,RestaurantsTakeOut
76144,fquRrzCaJnal482UULmaxQ,Ambience
76144,fquRrzCaJnal482UULmaxQ,BusinessParking
76144,fquRrzCaJnal482UULmaxQ,HasTV
76144,fquRrzCaJnal482UULmaxQ,RestaurantsDelivery
76156,laq9EPhPOWZfh8KS3_5TWw,
76177,UOyCQ7fufo5CXAboi62aJQ,BusinessAcceptsCreditCards
76250,feuteFDW6XZhq3uVTLM93A,BusinessAcceptsCreditCards
76250,feuteFDW6XZhq3uVTLM93A,ByAppointmentOnly
76250,feuteFDW6XZhq3uVTLM93A,BikeParking
76250,feuteFDW6XZhq3uVTLM93A,WheelchairAccessible
76250,feuteFDW6XZhq3uVTLM93A,BusinessAcceptsBitcoin
76250,feuteFDW6XZhq3uVTLM93A,BusinessParking
76250,feuteFDW6XZhq3uVTLM93A,RestaurantsPriceRange2
76259,O6xFfSeBd1qQEp4aJJqgVw,BusinessParking
76259,O6xFfSeBd1qQEp4aJJqgVw,BusinessAcceptsCreditCards
76259,O6xFfSeBd1qQEp4aJJqgVw,RestaurantsTakeOut
76259,O6xFfSeBd1qQEp4aJJqgVw,RestaurantsDelivery
76278,ydLwR0txMxeVr49bkNHA4g,GoodForKids
76278,ydLwR0txMxeVr49bkNHA4g,BusinessAcceptsCreditCards
76278,ydLwR0txMxeVr49bkNHA4g,ByAppointmentOnly
76280,0NRwZH7Af-Bkp2VCoKRiKw,RestaurantsTakeOut
76280,0NRwZH7Af-Bkp2VCoKRiKw,RestaurantsDelivery
76280,0NRwZH7Af-Bkp2VCoKRiKw,BusinessParking
76280,0NRwZH7Af-Bkp2VCoKRiKw,BusinessAcceptsCreditCards
76280,0NRwZH7Af-Bkp2VCoKRiKw,RestaurantsPriceRange2
76280,0NRwZH7Af-Bkp2VCoKRiKw,Alcohol
76280,0NRwZH7Af-Bkp2VCoKRiKw,RestaurantsReservations
76280,0NRwZH7Af-Bkp2VCoKRiKw,OutdoorSeating
76280,0NRwZH7Af-Bkp2VCoKRiKw,RestaurantsGoodForGroups
76280,0NRwZH7Af-Bkp2VCoKRiKw,GoodForKids
76280,0NRwZH7Af-Bkp2VCoKRiKw,RestaurantsAttire
76281,HtEOpLRpF0Wv26NG4f0JIQ,
76290,v-B8OWDce5GTMHHomYUitg,BusinessAcceptsCreditCards
76303,Yq39gBGkSj4M_wDlBAu5qg,WiFi
76303,Yq39gBGkSj4M_wDlBAu5qg,BusinessAcceptsCreditCards
76303,Yq39gBGkSj4M_wDlBAu5qg,RestaurantsAttire
76303,Yq39gBGkSj4M_wDlBAu5qg,RestaurantsPriceRange2
76303,Yq39gBGkSj4M_wDlBAu5qg,HasTV
76303,Yq39gBGkSj4M_wDlBAu5qg,RestaurantsTakeOut
76303,Yq39gBGkSj4M_wDlBAu5qg,RestaurantsGoodForGroups
76303,Yq39gBGkSj4M_wDlBAu5qg,GoodForKids
76303,Yq39gBGkSj4M_wDlBAu5qg,Caters
76303,Yq39gBGkSj4M_wDlBAu5qg,Alcohol
76303,Yq39gBGkSj4M_wDlBAu5qg,BikeParking
76303,Yq39gBGkSj4M_wDlBAu5qg,NoiseLevel
76303,Yq39gBGkSj4M_wDlBAu5qg,RestaurantsReservations
76303,Yq39gBGkSj4M_wDlBAu5qg,RestaurantsDelivery
76303,Yq39gBGkSj4M_wDlBAu5qg,DogsAllowed
76303,Yq39gBGkSj4M_wDlBAu5qg,BusinessParking
76303,Yq39gBGkSj4M_wDlBAu5qg,OutdoorSeating
76303,Yq39gBGkSj4M_wDlBAu5qg,Ambience
76303,Yq39gBGkSj4M_wDlBAu5qg,GoodForMeal
76317,TZoyr3-XrxT_uzY0ZzXCKA,WheelchairAccessible
76317,TZoyr3-XrxT_uzY0ZzXCKA,BusinessAcceptsCreditCards
76317,TZoyr3-XrxT_uzY0ZzXCKA,ByAppointmentOnly
76317,TZoyr3-XrxT_uzY0ZzXCKA,BusinessParking
76317,TZoyr3-XrxT_uzY0ZzXCKA,BikeParking
76317,TZoyr3-XrxT_uzY0ZzXCKA,DogsAllowed
76317,TZoyr3-XrxT_uzY0ZzXCKA,GoodForKids
76321,qQuK8eM0MpLuU5CQHHNGBQ,BusinessAcceptsCreditCards
76321,qQuK8eM0MpLuU5CQHHNGBQ,ByAppointmentOnly
76321,qQuK8eM0MpLuU5CQHHNGBQ,BusinessAcceptsBitcoin
76332,_Rw4h7U3Ap-fA90lsGjY6g,HasTV
76332,_Rw4h7U3Ap-fA90lsGjY6g,Ambience
76332,_Rw4h7U3Ap-fA90lsGjY6g,BusinessParking
76332,_Rw4h7U3Ap-fA90lsGjY6g,NoiseLevel
76332,_Rw4h7U3Ap-fA90lsGjY6g,WiFi
76332,_Rw4h7U3Ap-fA90lsGjY6g,OutdoorSeating
76332,_Rw4h7U3Ap-fA90lsGjY6g,GoodForKids
76332,_Rw4h7U3Ap-fA90lsGjY6g,RestaurantsGoodForGroups
76332,_Rw4h7U3Ap-fA90lsGjY6g,RestaurantsPriceRange2
76332,_Rw4h7U3Ap-fA90lsGjY6g,RestaurantsAttire
76332,_Rw4h7U3Ap-fA90lsGjY6g,BusinessAcceptsCreditCards
76370,fS2Rrze2VWff_0OtaGX8Yw,ByAppointmentOnly
76370,fS2Rrze2VWff_0OtaGX8Yw,BikeParking
76370,fS2Rrze2VWff_0OtaGX8Yw,BusinessParking
76370,fS2Rrze2VWff_0OtaGX8Yw,BusinessAcceptsCreditCards
76370,fS2Rrze2VWff_0OtaGX8Yw,WiFi
76383,7NHl1DRfs6VpKTaSVKVzFw,BusinessAcceptsCreditCards
76388,7jJ3rVIqZwUsmQJnnCe1jw,
76403,lTeoNvVo9cNvI5DLRkl9Sg,RestaurantsPriceRange2
76403,lTeoNvVo9cNvI5DLRkl9Sg,RestaurantsTakeOut
76403,lTeoNvVo9cNvI5DLRkl9Sg,RestaurantsDelivery
76403,lTeoNvVo9cNvI5DLRkl9Sg,Alcohol
76403,lTeoNvVo9cNvI5DLRkl9Sg,RestaurantsAttire
76403,lTeoNvVo9cNvI5DLRkl9Sg,BusinessAcceptsCreditCards
76403,lTeoNvVo9cNvI5DLRkl9Sg,OutdoorSeating
76403,lTeoNvVo9cNvI5DLRkl9Sg,NoiseLevel
76403,lTeoNvVo9cNvI5DLRkl9Sg,BusinessParking
76403,lTeoNvVo9cNvI5DLRkl9Sg,RestaurantsGoodForGroups
76403,lTeoNvVo9cNvI5DLRkl9Sg,Caters
76403,lTeoNvVo9cNvI5DLRkl9Sg,BikeParking
76403,lTeoNvVo9cNvI5DLRkl9Sg,RestaurantsReservations
76403,lTeoNvVo9cNvI5DLRkl9Sg,GoodForKids
76403,lTeoNvVo9cNvI5DLRkl9Sg,WiFi
76403,lTeoNvVo9cNvI5DLRkl9Sg,GoodForMeal
76403,lTeoNvVo9cNvI5DLRkl9Sg,HasTV
76403,lTeoNvVo9cNvI5DLRkl9Sg,Ambience
76412,65FBKSLEBeHz5Yo_64pMmw,BusinessAcceptsCreditCards
76412,65FBKSLEBeHz5Yo_64pMmw,BusinessParking
76412,65FBKSLEBeHz5Yo_64pMmw,RestaurantsPriceRange2
76412,65FBKSLEBeHz5Yo_64pMmw,BikeParking
76412,65FBKSLEBeHz5Yo_64pMmw,Caters
76412,65FBKSLEBeHz5Yo_64pMmw,WiFi
76412,65FBKSLEBeHz5Yo_64pMmw,RestaurantsTakeOut
76412,65FBKSLEBeHz5Yo_64pMmw,RestaurantsDelivery
76412,65FBKSLEBeHz5Yo_64pMmw,DriveThru
76426,heP3GV3SpXDVy96vX6Yt1Q,RestaurantsPriceRange2
76426,heP3GV3SpXDVy96vX6Yt1Q,WheelchairAccessible
76426,heP3GV3SpXDVy96vX6Yt1Q,BusinessParking
76426,heP3GV3SpXDVy96vX6Yt1Q,DogsAllowed
76427,FaLHFj3EF8HbsCkIhysgHA,AcceptsInsurance
76427,FaLHFj3EF8HbsCkIhysgHA,WheelchairAccessible
76427,FaLHFj3EF8HbsCkIhysgHA,BusinessAcceptsCreditCards
76427,FaLHFj3EF8HbsCkIhysgHA,BusinessParking
76427,FaLHFj3EF8HbsCkIhysgHA,ByAppointmentOnly
76427,FaLHFj3EF8HbsCkIhysgHA,WiFi
76427,FaLHFj3EF8HbsCkIhysgHA,BusinessAcceptsBitcoin
76432,Zh_z98oyx393jatzcUZklA,GoodForKids
76432,Zh_z98oyx393jatzcUZklA,RestaurantsPriceRange2
76432,Zh_z98oyx393jatzcUZklA,DogsAllowed
76432,Zh_z98oyx393jatzcUZklA,BikeParking
76432,Zh_z98oyx393jatzcUZklA,BusinessAcceptsCreditCards
76432,Zh_z98oyx393jatzcUZklA,ByAppointmentOnly
76432,Zh_z98oyx393jatzcUZklA,BusinessParking
76432,Zh_z98oyx393jatzcUZklA,WheelchairAccessible
76432,Zh_z98oyx393jatzcUZklA,BusinessAcceptsBitcoin
76444,Km_KfwrYSoYK4y6gj79W-Q,BusinessAcceptsCreditCards
76444,Km_KfwrYSoYK4y6gj79W-Q,BusinessParking
76444,Km_KfwrYSoYK4y6gj79W-Q,RestaurantsPriceRange2
76472,Vw1PCeLIuLAybwT2zD9mxQ,
76484,HWwrQuzDpD3rxfLRbo6TKw,BusinessAcceptsCreditCards
76486,9YUF-qE5c7ZlpzzRHvL5bw,
76491,pbthpnr4yqU3pky1Giud4g,RestaurantsGoodForGroups
76491,pbthpnr4yqU3pky1Giud4g,BusinessAcceptsCreditCards
76491,pbthpnr4yqU3pky1Giud4g,GoodForKids
76491,pbthpnr4yqU3pky1Giud4g,RestaurantsTakeOut
76491,pbthpnr4yqU3pky1Giud4g,OutdoorSeating
76491,pbthpnr4yqU3pky1Giud4g,RestaurantsReservations
76491,pbthpnr4yqU3pky1Giud4g,Ambience
76491,pbthpnr4yqU3pky1Giud4g,RestaurantsAttire
76491,pbthpnr4yqU3pky1Giud4g,HasTV
76491,pbthpnr4yqU3pky1Giud4g,RestaurantsPriceRange2
76491,pbthpnr4yqU3pky1Giud4g,RestaurantsDelivery
76514,QRaN80Fk9WvBzBVuWmoImw,Caters
76514,QRaN80Fk9WvBzBVuWmoImw,HasTV
76514,QRaN80Fk9WvBzBVuWmoImw,Ambience
76514,QRaN80Fk9WvBzBVuWmoImw,BusinessAcceptsCreditCards
76514,QRaN80Fk9WvBzBVuWmoImw,Alcohol
76514,QRaN80Fk9WvBzBVuWmoImw,GoodForMeal
76514,QRaN80Fk9WvBzBVuWmoImw,GoodForKids
76514,QRaN80Fk9WvBzBVuWmoImw,BusinessParking
76514,QRaN80Fk9WvBzBVuWmoImw,WheelchairAccessible
76514,QRaN80Fk9WvBzBVuWmoImw,RestaurantsReservations
76514,QRaN80Fk9WvBzBVuWmoImw,RestaurantsTableService
76514,QRaN80Fk9WvBzBVuWmoImw,DogsAllowed
76514,QRaN80Fk9WvBzBVuWmoImw,RestaurantsTakeOut
76514,QRaN80Fk9WvBzBVuWmoImw,BusinessAcceptsBitcoin
76514,QRaN80Fk9WvBzBVuWmoImw,WiFi
76514,QRaN80Fk9WvBzBVuWmoImw,BikeParking
76514,QRaN80Fk9WvBzBVuWmoImw,RestaurantsDelivery
76514,QRaN80Fk9WvBzBVuWmoImw,OutdoorSeating
76521,naAufGVxWbUMtMrXTeWszA,RestaurantsPriceRange2
76521,naAufGVxWbUMtMrXTeWszA,BusinessAcceptsCreditCards
76521,naAufGVxWbUMtMrXTeWszA,BikeParking
76521,naAufGVxWbUMtMrXTeWszA,BusinessParking
76532,YEkqJfNuIMsQHLiXgFXKrw,GoodForKids
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsTableService
76532,YEkqJfNuIMsQHLiXgFXKrw,Alcohol
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsPriceRange2
76532,YEkqJfNuIMsQHLiXgFXKrw,OutdoorSeating
76532,YEkqJfNuIMsQHLiXgFXKrw,Ambience
76532,YEkqJfNuIMsQHLiXgFXKrw,Caters
76532,YEkqJfNuIMsQHLiXgFXKrw,GoodForMeal
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsTakeOut
76532,YEkqJfNuIMsQHLiXgFXKrw,WiFi
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsGoodForGroups
76532,YEkqJfNuIMsQHLiXgFXKrw,BusinessAcceptsCreditCards
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsAttire
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsReservations
76532,YEkqJfNuIMsQHLiXgFXKrw,BikeParking
76532,YEkqJfNuIMsQHLiXgFXKrw,RestaurantsDelivery
76540,7L0WAmZ0fP5hKzdhVAkIhQ,BusinessParking
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsPriceRange2
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsAttire
76540,7L0WAmZ0fP5hKzdhVAkIhQ,WiFi
76540,7L0WAmZ0fP5hKzdhVAkIhQ,NoiseLevel
76540,7L0WAmZ0fP5hKzdhVAkIhQ,DogsAllowed
76540,7L0WAmZ0fP5hKzdhVAkIhQ,Caters
76540,7L0WAmZ0fP5hKzdhVAkIhQ,HasTV
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsTableService
76540,7L0WAmZ0fP5hKzdhVAkIhQ,BikeParking
76540,7L0WAmZ0fP5hKzdhVAkIhQ,HappyHour
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsReservations
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsGoodForGroups
76540,7L0WAmZ0fP5hKzdhVAkIhQ,BusinessAcceptsCreditCards
76540,7L0WAmZ0fP5hKzdhVAkIhQ,OutdoorSeating
76540,7L0WAmZ0fP5hKzdhVAkIhQ,BYOB
76540,7L0WAmZ0fP5hKzdhVAkIhQ,GoodForKids
76540,7L0WAmZ0fP5hKzdhVAkIhQ,WheelchairAccessible
76540,7L0WAmZ0fP5hKzdhVAkIhQ,Alcohol
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsTakeOut
76540,7L0WAmZ0fP5hKzdhVAkIhQ,RestaurantsDelivery
76540,7L0WAmZ0fP5hKzdhVAkIhQ,Ambience
76540,7L0WAmZ0fP5hKzdhVAkIhQ,GoodForMeal
76550,0KEMPs7BD_WHI6zGpDcKjw,RestaurantsTakeOut
76550,0KEMPs7BD_WHI6zGpDcKjw,BusinessParking
76550,0KEMPs7BD_WHI6zGpDcKjw,BusinessAcceptsCreditCards
76550,0KEMPs7BD_WHI6zGpDcKjw,RestaurantsPriceRange2
76550,0KEMPs7BD_WHI6zGpDcKjw,BikeParking
76550,0KEMPs7BD_WHI6zGpDcKjw,BusinessAcceptsBitcoin
76550,0KEMPs7BD_WHI6zGpDcKjw,Caters
76587,9ciPosnitacu4xSVSz03mw,RestaurantsTakeOut
76587,9ciPosnitacu4xSVSz03mw,WiFi
76587,9ciPosnitacu4xSVSz03mw,RestaurantsPriceRange2
76587,9ciPosnitacu4xSVSz03mw,HasTV
76587,9ciPosnitacu4xSVSz03mw,BusinessParking
76587,9ciPosnitacu4xSVSz03mw,BusinessAcceptsCreditCards
76587,9ciPosnitacu4xSVSz03mw,OutdoorSeating
76587,9ciPosnitacu4xSVSz03mw,RestaurantsReservations
76587,9ciPosnitacu4xSVSz03mw,NoiseLevel
76587,9ciPosnitacu4xSVSz03mw,RestaurantsGoodForGroups
76597,af-NNvU2peWeF9VWtd5anA,OutdoorSeating
76597,af-NNvU2peWeF9VWtd5anA,RestaurantsDelivery
76597,af-NNvU2peWeF9VWtd5anA,RestaurantsReservations
76597,af-NNvU2peWeF9VWtd5anA,RestaurantsTakeOut
76597,af-NNvU2peWeF9VWtd5anA,GoodForMeal
76597,af-NNvU2peWeF9VWtd5anA,RestaurantsGoodForGroups
76597,af-NNvU2peWeF9VWtd5anA,GoodForKids
76597,af-NNvU2peWeF9VWtd5anA,Ambience
76597,af-NNvU2peWeF9VWtd5anA,RestaurantsPriceRange2
76597,af-NNvU2peWeF9VWtd5anA,BusinessAcceptsCreditCards
76597,af-NNvU2peWeF9VWtd5anA,HasTV
76600,VT2nc3I6tfXiX73b4m2cDA,
76604,QNF2PlH481M5Rw6B1bSl7A,RestaurantsPriceRange2
76604,QNF2PlH481M5Rw6B1bSl7A,Caters
76604,QNF2PlH481M5Rw6B1bSl7A,RestaurantsDelivery
76604,QNF2PlH481M5Rw6B1bSl7A,WiFi
76604,QNF2PlH481M5Rw6B1bSl7A,BikeParking
76604,QNF2PlH481M5Rw6B1bSl7A,BusinessParking
76604,QNF2PlH481M5Rw6B1bSl7A,RestaurantsTakeOut
76604,QNF2PlH481M5Rw6B1bSl7A,BusinessAcceptsCreditCards
76689,Wi7mOcsbLrxLfHSYzibhoA,ByAppointmentOnly
76689,Wi7mOcsbLrxLfHSYzibhoA,AcceptsInsurance
76689,Wi7mOcsbLrxLfHSYzibhoA,BusinessAcceptsCreditCards
76706,Onrlk9JMe3KesJJa5VLDFA,GoodForKids
76706,Onrlk9JMe3KesJJa5VLDFA,WiFi
76706,Onrlk9JMe3KesJJa5VLDFA,RestaurantsPriceRange2
76706,Onrlk9JMe3KesJJa5VLDFA,BusinessParking
76706,Onrlk9JMe3KesJJa5VLDFA,BikeParking
76706,Onrlk9JMe3KesJJa5VLDFA,ByAppointmentOnly
76706,Onrlk9JMe3KesJJa5VLDFA,BusinessAcceptsCreditCards
76706,Onrlk9JMe3KesJJa5VLDFA,WheelchairAccessible
76706,Onrlk9JMe3KesJJa5VLDFA,HairSpecializesIn
76722,wcXB9JhsNQ3eSjF5VltbiQ,BusinessAcceptsCreditCards
76722,wcXB9JhsNQ3eSjF5VltbiQ,BusinessParking
76722,wcXB9JhsNQ3eSjF5VltbiQ,RestaurantsPriceRange2
